Transaction_ID,Date,Season,Region,Hospital_Network,Sales_Rep,Manufacturer,Drug_Category,Drug_Name,Units_Sold,Unit_Price_USD,Discount_Applied_Perc,Gross_Revenue_USD,Net_Revenue_USD,Net_Profit_USD,Profit_Margin_Perc,Order_Priority,Insurance_Coverage_Perc,Approval_Status,Patient_Feedback_Score
TXN_423871,2022-04-28,Spring,Midwest,Stanford Health Care,James T.,AstraZeneca,Respiratory,Fasenra,311,1597.78,12.1,496910.38,436764.34,165170.32,37.8,High,50,Approved,4.2
TXN_864732,2024-02-29,Winter,East,Stanford Health Care,Olivia K.,Johnson & Johnson,Oncology,Revlimid,110,1413.13,22.2,155443.78,120970.55,38527.81,31.8,Low,80,Approved,3.9
TXN_245773,2024-10-29,Autumn,West,Tenet Healthcare,Emma B.,Novartis,Respiratory,Fasenra,418,1699.66,20.4,710458.9,565626.25,317537.86,56.1,Critical,80,Internal Audit,4.0
TXN_117072,2023-05-27,Spring,East,UCLA Medical Center,Olivia K.,AbbVie,Cardiovascular,Lipitor,302,3667.39,12.1,1107551.39,973248.38,490811.74,50.4,Low,100,Approved,4.8
TXN_776900,2022-05-30,Spring,Midwest,Johns Hopkins Hospital,James T.,AstraZeneca,Immunology,Stelara,365,1296.73,10.3,473307.64,424656.29,215923.77,50.8,Low,100,Pending Review,4.6
TXN_391635,2022-06-28,Summer,South,Mount Sinai,Olivia K.,Novartis,Oncology,Revlimid,304,3282.81,12.2,997975.26,875735.11,342215.15,39.1,Critical,50,Internal Audit,4.4
TXN_241638,2024-09-09,Autumn,East,Stanford Health Care,Sarah M.,Roche,Immunology,Humira,360,1366.33,18.2,491877.64,402571.08,182233.48,45.3,Medium,80,Internal Audit,4.9
TXN_343304,2024-06-23,Summer,East,Tenet Healthcare,David L.,Roche,Oncology,Revlimid,126,726.06,20.9,91483.88,72377.37,37137.83,51.3,Critical,80,Internal Audit,4.5
TXN_730277,2024-11-26,Autumn,South,Mayo Clinic,William R.,Pfizer,Cardiovascular,Entresto,207,4868.54,23.7,1007787.23,769299.56,310059.55,40.3,Critical,80,Approved,4.5
TXN_530194,2024-03-20,Spring,West,HCA Healthcare,Emma B.,AstraZeneca,Oncology,Revlimid,225,4753.12,24.7,1069451.97,804981.59,417527.83,51.9,Critical,50,Internal Audit,4.9
TXN_808785,2024-08-07,Summer,East,Kaiser Permanente,Michael S.,Merck,Oncology,Revlimid,360,3358.0,13.0,1208879.59,1052126.82,484904.43,46.1,Medium,50,Pending Review,3.9
TXN_132662,2022-03-07,Spring,Midwest,Cleveland Clinic,Emma B.,AstraZeneca,Immunology,Enbrel,196,2866.07,13.4,561750.7,486325.66,167847.35,34.5,Medium,100,Internal Audit,4.8
TXN_203911,2024-08-11,Summer,West,Tenet Healthcare,Olivia K.,Pfizer,Respiratory,Fasenra,305,4024.52,20.0,1227477.65,981417.54,585602.72,59.7,High,80,Internal Audit,4.5
TXN_129594,2023-08-02,Summer,West,Mass General Brigham,Sarah M.,Novartis,Cardiovascular,Eliquis,426,578.91,17.7,246616.13,203061.54,75534.36,37.2,Medium,50,Pending Review,3.5
TXN_727112,2023-06-02,Summer,East,Kaiser Permanente,Michael S.,AbbVie,Respiratory,Spiriva,41,3817.81,8.9,156530.28,142526.52,74689.86,52.4,Low,100,Internal Audit,3.9
TXN_480357,2024-11-25,Autumn,North,Tenet Healthcare,David L.,AbbVie,Oncology,Keytruda,356,3116.54,13.2,1109488.17,962829.1,524555.85,54.5,Medium,100,Pending Review,3.8
TXN_235455,2022-05-13,Spring,North,HCA Healthcare,William R.,Novartis,Immunology,Stelara,439,3053.93,8.9,1340673.37,1221108.32,386091.25,31.6,High,80,Internal Audit,4.4
TXN_548855,2022-12-05,Winter,West,UCLA Medical Center,William R.,AbbVie,Respiratory,Advair,124,1096.46,20.5,135961.34,108078.88,33365.39,30.9,Medium,80,Pending Review,4.8
TXN_386432,2022-10-04,Autumn,Midwest,Mayo Clinic,Michael S.,AbbVie,Oncology,Revlimid,402,1580.41,24.6,635324.54,479315.9,175210.08,36.6,High,100,Approved,3.8
TXN_972066,2023-06-15,Summer,North,UCLA Medical Center,Michael S.,Novartis,Neurology,Tysabri,459,3039.7,22.5,1395224.24,1081657.38,517521.76,47.8,Low,80,Pending Review,4.7
TXN_841444,2023-01-17,Winter,West,Cleveland Clinic,Emma B.,Johnson & Johnson,Cardiovascular,Lipitor,169,4666.44,7.9,788627.95,726365.01,233703.44,32.2,Medium,50,Approved,4.3
TXN_102181,2022-05-10,Spring,South,Cleveland Clinic,David L.,Merck,Neurology,Biktarvy,174,1213.16,10.0,211090.64,189986.57,98994.96,52.1,Medium,100,Approved,4.7
TXN_707139,2024-10-25,Autumn,West,UCLA Medical Center,Emma B.,Novartis,Respiratory,Symbicort,294,2008.96,19.2,590632.78,477145.65,261414.36,54.8,Medium,80,Internal Audit,4.2
TXN_250460,2023-03-30,Spring,East,UCLA Medical Center,Sarah M.,Novartis,Cardiovascular,Xarelto,169,3930.15,15.1,664194.86,563754.79,327919.69,58.2,Critical,80,Approved,4.6
TXN_656219,2024-04-30,Spring,East,Kaiser Permanente,Emma B.,Roche,Oncology,Opdivo,75,4747.11,11.1,356033.41,316613.13,188609.49,59.6,Low,80,Internal Audit,4.1
TXN_780950,2023-09-29,Autumn,South,Cleveland Clinic,Sarah M.,Novartis,Oncology,Revlimid,363,870.67,19.3,316052.56,255206.52,91662.16,35.9,Critical,50,Pending Review,4.8
TXN_836008,2023-08-13,Summer,South,HCA Healthcare,Sarah M.,Johnson & Johnson,Oncology,Revlimid,157,890.85,21.9,139863.75,109184.13,62216.1,57.0,Medium,100,Pending Review,4.7
TXN_104220,2022-11-22,Autumn,Midwest,Mayo Clinic,Sarah M.,AbbVie,Cardiovascular,Lipitor,216,3854.44,13.9,832559.58,717001.88,418245.09,58.3,High,50,Internal Audit,4.2
TXN_642894,2022-09-08,Autumn,West,Johns Hopkins Hospital,Sarah M.,AbbVie,Oncology,Keytruda,314,4350.37,6.1,1366016.54,1282968.79,494044.17,38.5,High,80,Pending Review,4.4
TXN_275733,2024-03-11,Spring,West,HCA Healthcare,Emma B.,Pfizer,Cardiovascular,Entresto,44,1374.02,7.4,60456.68,55965.46,18201.07,32.5,Medium,100,Approved,5.0
TXN_554655,2022-04-06,Spring,Midwest,Stanford Health Care,Michael S.,AstraZeneca,Immunology,Humira,186,3638.17,13.0,676699.39,588544.71,204775.09,34.8,Critical,100,Pending Review,4.9
TXN_695708,2024-03-02,Spring,Midwest,HCA Healthcare,Sarah M.,AstraZeneca,Oncology,Imbruvica,461,2106.55,20.3,971120.19,773634.51,420547.6,54.4,Critical,50,Approved,4.3
TXN_920489,2024-09-07,Autumn,South,Mayo Clinic,Michael S.,Pfizer,Neurology,Biktarvy,407,1273.72,9.7,518405.56,468341.01,232699.69,49.7,Critical,50,Internal Audit,4.4
TXN_136479,2022-04-23,Spring,North,Cleveland Clinic,James T.,Novartis,Respiratory,Fasenra,268,4536.02,10.3,1215652.71,1090401.11,584090.54,53.6,Critical,100,Internal Audit,3.8
TXN_888411,2024-06-27,Summer,North,Johns Hopkins Hospital,Olivia K.,Roche,Immunology,Enbrel,382,4913.68,23.3,1877026.85,1439852.15,555514.37,38.6,Low,100,Approved,3.6
TXN_126135,2024-08-05,Summer,South,UCLA Medical Center,William R.,Novartis,Neurology,Tysabri,433,2548.13,5.8,1103342.1,1039484.6,587973.83,56.6,Critical,50,Internal Audit,3.6
TXN_516212,2023-02-16,Winter,West,Cleveland Clinic,Olivia K.,Johnson & Johnson,Cardiovascular,Xarelto,210,3200.64,9.5,672134.5,608270.9,295107.83,48.5,Critical,80,Internal Audit,3.8
TXN_616948,2023-07-23,Summer,Midwest,Tenet Healthcare,William R.,AstraZeneca,Respiratory,Fasenra,269,3049.26,25.0,820250.8,615211.37,330605.6,53.7,High,100,Approved,4.4
TXN_611318,2024-03-16,Spring,Midwest,Mount Sinai,Michael S.,Merck,Respiratory,Spiriva,238,4587.42,5.7,1091805.11,1029517.91,317401.7,30.8,Critical,50,Approved,3.9
TXN_432556,2023-01-17,Winter,South,Kaiser Permanente,Michael S.,AstraZeneca,Neurology,Ocrevus,394,765.69,12.3,301683.73,264483.46,117513.63,44.4,Critical,100,Pending Review,4.6
TXN_548460,2023-08-07,Summer,East,Mayo Clinic,Michael S.,Pfizer,Neurology,Biktarvy,43,2653.04,10.0,114080.7,102620.21,32434.13,31.6,Low,100,Internal Audit,3.7
TXN_708703,2023-05-30,Spring,North,Tenet Healthcare,Emma B.,Merck,Oncology,Revlimid,455,4598.1,20.5,2092136.79,1662794.1,750311.45,45.1,Medium,50,Pending Review,3.7
TXN_514096,2022-10-17,Autumn,West,Johns Hopkins Hospital,Emma B.,Novartis,Respiratory,Symbicort,388,3094.68,15.5,1200734.9,1015211.5,355021.52,35.0,Low,80,Approved,4.8
TXN_643587,2022-05-17,Spring,South,Kaiser Permanente,Michael S.,Merck,Immunology,Cosenyx,181,3132.25,12.6,566937.23,495340.56,268766.93,54.3,Medium,100,Pending Review,4.8
TXN_475331,2023-10-03,Autumn,Midwest,Johns Hopkins Hospital,William R.,Roche,Immunology,Stelara,229,1676.39,13.1,383892.95,333723.48,177730.1,53.3,Medium,80,Approved,4.9
TXN_313869,2024-09-11,Autumn,East,UCLA Medical Center,Michael S.,Johnson & Johnson,Cardiovascular,Lipitor,457,3382.45,10.3,1545778.67,1386676.34,788580.65,56.9,Low,100,Approved,4.1
TXN_147046,2022-08-30,Summer,East,Mayo Clinic,Emma B.,AstraZeneca,Neurology,Spinraza,383,4569.23,19.6,1750013.31,1407395.96,673191.16,47.8,Low,50,Approved,4.3
TXN_326026,2024-09-27,Autumn,North,UCLA Medical Center,Emma B.,Roche,Cardiovascular,Eliquis,460,1442.93,8.9,663749.24,604927.15,283705.78,46.9,Low,80,Approved,3.6
TXN_534915,2023-07-24,Summer,North,Tenet Healthcare,William R.,AbbVie,Neurology,Ocrevus,443,3024.86,16.9,1340013.89,1113065.75,629817.23,56.6,Low,80,Pending Review,3.9
TXN_434737,2024-05-24,Spring,West,Mass General Brigham,Olivia K.,Roche,Neurology,Spinraza,362,884.7,13.4,320262.26,277416.82,86475.81,31.2,Critical,80,Approved,4.6
TXN_928895,2022-11-03,Autumn,Midwest,Mass General Brigham,William R.,Roche,Oncology,Keytruda,469,4627.55,20.1,2170321.46,1734029.99,608864.9,35.1,High,50,Pending Review,4.1
TXN_908224,2024-11-03,Autumn,East,Johns Hopkins Hospital,David L.,Novartis,Oncology,Opdivo,220,4100.89,13.4,902195.48,781159.23,430260.47,55.1,Low,80,Approved,4.9
TXN_761222,2024-09-10,Autumn,North,Cleveland Clinic,Michael S.,AbbVie,Oncology,Opdivo,135,1477.65,5.4,199482.23,188733.82,89587.19,47.5,High,80,Approved,4.6
TXN_861075,2024-08-24,Summer,North,Johns Hopkins Hospital,Sarah M.,Novartis,Immunology,Cosenyx,53,2747.46,11.7,145615.52,128569.77,49005.34,38.1,Critical,50,Pending Review,3.7
TXN_295118,2022-05-26,Spring,East,Cleveland Clinic,William R.,Merck,Neurology,Spinraza,373,3749.32,6.6,1398498.05,1306783.2,552424.07,42.3,Low,80,Approved,4.0
TXN_670153,2023-12-02,Winter,North,Tenet Healthcare,Emma B.,Novartis,Respiratory,Advair,93,2517.34,23.5,234112.63,179126.9,68758.99,38.4,Low,100,Internal Audit,4.4
TXN_719290,2023-10-28,Autumn,East,Cleveland Clinic,William R.,AbbVie,Neurology,Tysabri,351,3597.15,5.9,1262600.97,1187796.9,608342.35,51.2,Critical,50,Pending Review,4.8
TXN_705071,2023-12-11,Winter,South,Kaiser Permanente,James T.,AstraZeneca,Respiratory,Fasenra,784,858.52,18.1,673078.31,551274.45,259419.08,47.1,High,50,Approved,3.6
TXN_245441,2024-01-29,Winter,Midwest,Cleveland Clinic,William R.,Novartis,Neurology,Ocrevus,451,4090.59,17.1,1844855.97,1529228.91,584905.57,38.2,High,50,Approved,4.2
TXN_513573,2024-09-30,Autumn,North,Stanford Health Care,Michael S.,AbbVie,Cardiovascular,Entresto,262,4516.91,19.3,1183430.88,954657.24,561208.73,58.8,High,80,Pending Review,4.8
TXN_952613,2023-10-10,Autumn,West,Stanford Health Care,James T.,Johnson & Johnson,Immunology,Humira,87,3668.11,20.9,319125.4,252309.2,144880.57,57.4,Critical,50,Approved,3.6
TXN_160924,2023-01-01,Winter,East,Mount Sinai,William R.,Roche,Oncology,Opdivo,281,4583.43,19.6,1287943.11,1036078.47,452479.3,43.7,Medium,100,Internal Audit,4.3
TXN_913807,2023-03-12,Spring,North,Cleveland Clinic,Michael S.,AstraZeneca,Neurology,Ocrevus,197,3423.7,12.6,674468.06,589425.59,204131.11,34.6,Medium,50,Internal Audit,4.2
TXN_908871,2023-05-21,Spring,West,Stanford Health Care,Olivia K.,Novartis,Oncology,Revlimid,81,2576.57,17.5,208702.53,172167.36,58477.26,34.0,Low,80,Approved,4.3
TXN_747631,2022-06-28,Summer,Midwest,Stanford Health Care,James T.,Pfizer,Immunology,Humira,98,3150.25,5.2,308724.9,292642.99,141305.51,48.3,High,80,Internal Audit,4.2
TXN_757923,2024-06-23,Summer,West,Kaiser Permanente,David L.,Johnson & Johnson,Oncology,Revlimid,207,1767.17,7.4,365804.36,338730.96,133596.1,39.4,Medium,80,Pending Review,3.8
TXN_732918,2023-04-24,Spring,East,Mass General Brigham,Sarah M.,Pfizer,Respiratory,Symbicort,482,3986.06,12.6,1921280.09,1678503.41,534102.75,31.8,High,50,Pending Review,3.9
TXN_507969,2022-07-13,Summer,South,Mayo Clinic,Michael S.,AstraZeneca,Immunology,Cosenyx,182,1236.44,14.5,225031.77,192397.54,110951.97,57.7,Medium,100,Internal Audit,4.1
TXN_565871,2023-01-10,Winter,North,Mount Sinai,William R.,AstraZeneca,Respiratory,Fasenra,563,1745.37,13.7,982644.17,848091.59,413324.67,48.7,High,80,Approved,3.9
TXN_830482,2022-04-18,Spring,East,Tenet Healthcare,David L.,Novartis,Neurology,Spinraza,420,1861.44,16.0,781805.07,656705.28,208187.31,31.7,Medium,80,Internal Audit,4.0
TXN_412341,2024-01-07,Winter,West,Tenet Healthcare,Emma B.,AstraZeneca,Oncology,Keytruda,342,4711.94,5.5,1611482.2,1523592.14,633193.03,41.6,Critical,50,Internal Audit,4.5
TXN_700069,2024-10-31,Autumn,Midwest,Mount Sinai,James T.,AstraZeneca,Respiratory,Spiriva,365,3699.87,11.8,1350452.84,1190571.54,548076.44,46.0,High,100,Internal Audit,3.8
TXN_772324,2024-02-21,Winter,Midwest,HCA Healthcare,William R.,Pfizer,Immunology,Cosenyx,180,2806.31,17.4,505135.24,417322.0,188290.32,45.1,Low,50,Internal Audit,4.5
TXN_577228,2024-07-27,Summer,West,Kaiser Permanente,David L.,AstraZeneca,Immunology,Cosenyx,214,733.92,13.0,157058.71,136688.82,54190.4,39.6,Medium,80,Pending Review,4.7
TXN_279716,2024-05-30,Spring,North,UCLA Medical Center,Sarah M.,Johnson & Johnson,Cardiovascular,Lipitor,386,4065.13,18.5,1569141.22,1278426.63,430494.25,33.7,Medium,100,Internal Audit,4.3
TXN_569577,2022-01-04,Winter,West,Mount Sinai,James T.,Johnson & Johnson,Neurology,Biktarvy,283,2628.43,11.3,743845.07,659715.5,327891.73,49.7,High,50,Pending Review,3.5
TXN_806937,2024-04-15,Spring,South,Johns Hopkins Hospital,Michael S.,Novartis,Neurology,Ocrevus,29,4859.73,7.2,140932.07,130854.88,50958.23,38.9,Low,100,Internal Audit,4.7
TXN_214354,2024-11-21,Autumn,Midwest,Mount Sinai,Olivia K.,Novartis,Oncology,Opdivo,170,3187.51,16.7,541877.51,451208.28,212524.99,47.1,High,80,Internal Audit,3.7
TXN_689197,2022-10-16,Autumn,South,Cleveland Clinic,Sarah M.,Johnson & Johnson,Neurology,Tysabri,70,3185.77,18.9,223004.01,180817.2,66103.98,36.6,Low,100,Approved,4.8
TXN_162285,2022-06-01,Summer,West,Stanford Health Care,Michael S.,Roche,Respiratory,Advair,71,696.33,11.3,49439.09,43849.26,23594.69,53.8,High,80,Pending Review,4.3
TXN_350165,2024-08-05,Summer,West,UCLA Medical Center,Sarah M.,AbbVie,Immunology,Enbrel,275,4153.7,8.4,1142268.36,1046185.43,531644.92,50.8,Critical,80,Pending Review,4.3
TXN_276856,2023-09-30,Autumn,West,UCLA Medical Center,David L.,Merck,Oncology,Imbruvica,422,1187.49,14.6,501119.84,428058.84,169724.9,39.6,High,100,Pending Review,4.7
TXN_624447,2022-02-07,Winter,East,Mayo Clinic,Michael S.,Johnson & Johnson,Respiratory,Symbicort,223,3600.29,11.0,802864.24,714933.52,358813.08,50.2,Medium,50,Internal Audit,4.5
TXN_572068,2024-08-30,Summer,North,Stanford Health Care,Michael S.,AbbVie,Immunology,Cosenyx,57,4442.28,13.3,253209.91,219539.46,88336.0,40.2,Low,80,Approved,4.2
TXN_558572,2022-12-06,Winter,South,Johns Hopkins Hospital,Olivia K.,Merck,Neurology,Spinraza,10,3988.68,6.8,39886.76,37173.22,21881.32,58.9,High,80,Approved,4.9
TXN_972846,2024-02-05,Winter,South,Johns Hopkins Hospital,Emma B.,Pfizer,Oncology,Opdivo,10,649.16,23.1,6491.62,4993.93,1984.13,39.7,Low,80,Approved,4.4
TXN_850090,2022-10-23,Autumn,Midwest,Stanford Health Care,William R.,Merck,Oncology,Keytruda,328,640.67,10.5,210139.36,188100.63,74129.56,39.4,Medium,80,Internal Audit,4.6
TXN_819042,2022-02-23,Winter,North,HCA Healthcare,Sarah M.,Roche,Immunology,Enbrel,219,931.37,16.0,203970.39,171388.19,78856.75,46.0,Low,80,Approved,4.2
TXN_348796,2024-04-01,Spring,North,HCA Healthcare,Emma B.,Roche,Oncology,Imbruvica,483,1155.07,7.3,557897.37,516900.21,262297.45,50.7,Medium,50,Pending Review,3.7
TXN_845549,2022-02-06,Winter,North,Kaiser Permanente,Michael S.,Merck,Oncology,Imbruvica,445,4862.54,16.3,2163829.65,1810400.54,560836.59,31.0,Low,80,Internal Audit,4.7
TXN_725040,2022-08-29,Summer,Midwest,Mass General Brigham,Emma B.,Novartis,Cardiovascular,Lipitor,239,3912.14,17.3,935000.82,773249.92,233406.9,30.2,High,80,Approved,4.5
TXN_749540,2024-04-06,Spring,East,HCA Healthcare,Olivia K.,Pfizer,Cardiovascular,Lipitor,394,2155.28,19.5,849179.12,683323.52,275572.85,40.3,High,100,Internal Audit,4.0
TXN_789796,2022-11-14,Autumn,Midwest,HCA Healthcare,Sarah M.,AstraZeneca,Immunology,Humira,80,1477.64,20.1,118211.13,94470.08,50715.99,53.7,Medium,100,Pending Review,3.8
TXN_273194,2022-11-14,Autumn,South,HCA Healthcare,Michael S.,AbbVie,Cardiovascular,Lipitor,450,1863.55,8.5,838596.42,767019.49,283969.52,37.0,Medium,80,Pending Review,3.5
TXN_613146,2023-10-08,Autumn,West,Mass General Brigham,James T.,Novartis,Respiratory,Fasenra,154,1330.82,19.8,204945.97,164345.43,55534.92,33.8,High,80,Internal Audit,4.2
TXN_187074,2023-07-25,Summer,North,Mayo Clinic,James T.,AstraZeneca,Oncology,Imbruvica,167,2609.79,21.8,435835.0,340900.21,126712.21,37.2,Critical,100,Approved,4.0
TXN_477931,2022-08-19,Summer,North,Stanford Health Care,James T.,Pfizer,Cardiovascular,Xarelto,489,2417.73,22.8,1182267.84,912842.79,273996.95,30.0,Low,100,Approved,3.5
TXN_999812,2024-10-10,Autumn,Midwest,Mayo Clinic,Michael S.,Merck,Neurology,Biktarvy,205,1657.76,17.2,339839.79,281404.8,95206.12,33.8,Critical,80,Approved,3.7
TXN_298594,2024-02-19,Winter,East,HCA Healthcare,William R.,Pfizer,Respiratory,Fasenra,621,2111.09,5.8,1310985.24,1234325.38,642026.44,52.0,High,80,Internal Audit,3.6
TXN_534341,2022-10-21,Autumn,Midwest,Mayo Clinic,James T.,AbbVie,Oncology,Opdivo,281,1672.45,20.4,469958.44,373960.09,178053.73,47.6,Low,100,Approved,4.9
TXN_987274,2022-02-23,Winter,West,Mass General Brigham,William R.,Merck,Cardiovascular,Xarelto,164,3778.98,15.8,619753.08,521904.68,239704.17,45.9,Critical,80,Internal Audit,5.0
TXN_481556,2024-01-23,Winter,North,Mass General Brigham,David L.,Pfizer,Respiratory,Spiriva,421,818.27,10.2,344490.67,309509.25,118370.51,38.2,High,50,Internal Audit,4.0
TXN_356797,2024-01-21,Winter,Midwest,Johns Hopkins Hospital,Michael S.,Pfizer,Neurology,Ocrevus,462,3062.42,11.9,1414839.74,1246426.88,580870.27,46.6,Critical,100,Pending Review,4.5
TXN_789086,2023-07-13,Summer,North,Cleveland Clinic,Michael S.,Merck,Immunology,Stelara,188,4157.2,24.2,781553.06,592222.68,338091.06,57.1,Critical,80,Pending Review,4.1
TXN_780823,2023-12-24,Winter,West,Cleveland Clinic,David L.,Merck,Respiratory,Spiriva,376,1242.05,12.9,467011.14,406829.88,197282.76,48.5,Low,50,Approved,4.3
TXN_739076,2024-06-14,Summer,North,HCA Healthcare,Emma B.,Johnson & Johnson,Respiratory,Advair,195,3215.93,18.6,627106.29,510267.08,275152.39,53.9,Low,50,Approved,4.5
TXN_152733,2024-12-15,Winter,South,Mount Sinai,Olivia K.,AstraZeneca,Immunology,Cosenyx,26,3295.23,8.2,85676.02,78670.74,36663.36,46.6,Medium,50,Pending Review,3.7
TXN_578694,2023-09-29,Autumn,East,UCLA Medical Center,David L.,Roche,Neurology,Tysabri,314,1014.0,19.5,318394.54,256320.27,114308.61,44.6,Critical,50,Pending Review,4.9
TXN_885323,2022-12-09,Winter,Midwest,Johns Hopkins Hospital,James T.,AstraZeneca,Cardiovascular,Eliquis,154,3439.2,14.4,529636.19,453367.57,159185.25,35.1,Critical,100,Approved,4.0
TXN_489682,2023-02-15,Winter,East,Mount Sinai,Michael S.,AbbVie,Oncology,Revlimid,12,3405.06,24.8,40860.67,30720.62,18327.58,59.7,High,50,Approved,3.9
TXN_550739,2023-04-13,Spring,East,Johns Hopkins Hospital,James T.,Novartis,Neurology,Tysabri,193,705.44,21.8,136150.47,106466.27,53796.82,50.5,Medium,50,Internal Audit,4.5
TXN_945047,2022-08-07,Summer,North,Tenet Healthcare,Emma B.,AbbVie,Neurology,Tysabri,499,3671.47,13.6,1832063.64,1583419.33,776609.62,49.0,Critical,50,Internal Audit,4.6
TXN_130597,2022-02-02,Winter,East,Mount Sinai,Olivia K.,Merck,Neurology,Ocrevus,188,1776.97,19.8,334070.74,267883.64,145638.18,54.4,Critical,100,Pending Review,4.5
TXN_328092,2022-12-10,Winter,North,Stanford Health Care,James T.,AbbVie,Neurology,Spinraza,213,949.38,12.7,202218.11,176542.71,72444.9,41.0,Critical,100,Approved,4.5
TXN_387604,2024-07-08,Summer,Midwest,Johns Hopkins Hospital,Emma B.,AbbVie,Cardiovascular,Lipitor,406,4633.83,16.2,1881336.78,1577419.32,773927.98,49.1,Medium,80,Pending Review,4.0
TXN_608390,2024-05-25,Spring,West,HCA Healthcare,William R.,Roche,Oncology,Revlimid,234,1764.26,14.3,412837.01,353883.02,186522.06,52.7,Low,50,Approved,4.8
TXN_188532,2022-06-26,Summer,East,HCA Healthcare,William R.,Roche,Respiratory,Symbicort,209,1074.21,12.9,224510.85,195505.67,84369.51,43.2,High,100,Internal Audit,4.3
TXN_859214,2023-07-15,Summer,West,Johns Hopkins Hospital,William R.,Johnson & Johnson,Immunology,Stelara,290,2506.25,21.6,726812.43,570090.72,206833.66,36.3,Critical,100,Approved,3.7
TXN_905360,2022-12-05,Winter,West,Cleveland Clinic,Olivia K.,AbbVie,Oncology,Revlimid,116,1740.18,22.3,201860.8,156750.64,67810.75,43.3,Medium,50,Approved,4.3
TXN_605576,2022-11-18,Autumn,Midwest,Mass General Brigham,James T.,Johnson & Johnson,Cardiovascular,Eliquis,423,3150.37,21.1,1332604.47,1050931.34,607149.69,57.8,Critical,50,Pending Review,4.3
TXN_201901,2023-11-30,Autumn,West,Mount Sinai,Emma B.,Novartis,Immunology,Humira,24,2749.58,7.5,65989.9,61060.53,24005.8,39.3,High,50,Internal Audit,4.7
TXN_966363,2022-04-21,Spring,North,Mayo Clinic,Olivia K.,Novartis,Cardiovascular,Lipitor,248,1836.48,15.3,455447.61,385551.5,196081.68,50.9,Medium,50,Approved,4.3
TXN_453844,2023-02-08,Winter,South,Kaiser Permanente,William R.,AbbVie,Respiratory,Symbicort,844,2769.86,23.3,2337759.42,1794190.3,921137.11,51.3,Medium,50,Internal Audit,3.8
TXN_704151,2024-02-15,Winter,Midwest,Stanford Health Care,James T.,Merck,Cardiovascular,Eliquis,83,3693.83,14.8,306588.23,261192.93,80610.53,30.9,High,80,Approved,4.6
TXN_712740,2022-09-02,Autumn,Midwest,Tenet Healthcare,William R.,Roche,Respiratory,Advair,250,2911.72,6.1,727931.18,683345.62,286069.57,41.9,Low,50,Internal Audit,4.0
TXN_439286,2024-10-04,Autumn,South,Mount Sinai,William R.,Merck,Cardiovascular,Eliquis,206,610.71,20.8,125806.23,99681.86,41836.25,42.0,Medium,80,Approved,4.9
TXN_658620,2024-12-04,Winter,North,Johns Hopkins Hospital,William R.,AbbVie,Immunology,Stelara,273,2166.26,6.2,591389.98,554489.44,268747.09,48.5,Medium,50,Internal Audit,3.5
TXN_448627,2024-08-14,Summer,North,Mayo Clinic,William R.,Roche,Cardiovascular,Entresto,234,4650.47,11.1,1088209.69,966999.45,492160.33,50.9,Critical,80,Internal Audit,3.8
TXN_110092,2024-09-30,Autumn,West,HCA Healthcare,David L.,AbbVie,Neurology,Ocrevus,94,3597.99,8.6,338211.02,309249.37,113044.03,36.6,Low,50,Internal Audit,4.0
TXN_241391,2024-12-06,Winter,Midwest,HCA Healthcare,Olivia K.,Novartis,Immunology,Humira,110,4996.24,20.7,549586.84,435914.76,234183.43,53.7,Critical,50,Internal Audit,4.7
TXN_246461,2024-07-25,Summer,North,Johns Hopkins Hospital,Sarah M.,Johnson & Johnson,Oncology,Revlimid,60,2228.65,23.0,133718.86,103018.64,51873.27,50.4,Low,50,Internal Audit,5.0
TXN_608674,2023-05-21,Spring,South,Cleveland Clinic,David L.,Johnson & Johnson,Oncology,Opdivo,500,2311.67,21.3,1155837.4,909795.21,296408.57,32.6,Low,100,Pending Review,4.4
TXN_554105,2024-10-30,Autumn,North,Stanford Health Care,Sarah M.,Pfizer,Immunology,Cosenyx,476,761.72,7.1,362579.17,336768.05,199496.12,59.2,Critical,100,Pending Review,4.7
TXN_432002,2023-10-31,Autumn,Midwest,Johns Hopkins Hospital,Emma B.,AstraZeneca,Neurology,Tysabri,44,3846.27,22.5,169235.81,131177.0,55947.43,42.7,High,80,Internal Audit,3.6
TXN_673107,2022-04-01,Spring,North,Stanford Health Care,William R.,Merck,Oncology,Opdivo,280,1177.79,10.3,329781.35,295653.74,162587.16,55.0,High,50,Internal Audit,4.5
TXN_603164,2023-09-12,Autumn,West,HCA Healthcare,Michael S.,Novartis,Respiratory,Spiriva,345,3970.58,14.7,1369849.95,1168588.42,535594.3,45.8,Low,100,Internal Audit,4.7
TXN_720489,2023-12-16,Winter,North,Mount Sinai,Emma B.,Novartis,Oncology,Opdivo,424,2745.68,9.9,1164167.51,1048980.63,492072.01,46.9,Critical,50,Internal Audit,3.7
TXN_256377,2023-03-12,Spring,South,UCLA Medical Center,Sarah M.,Novartis,Neurology,Tysabri,470,3010.43,17.3,1414902.34,1169576.51,673781.03,57.6,Medium,50,Internal Audit,4.0
TXN_678912,2023-07-29,Summer,East,Stanford Health Care,William R.,Johnson & Johnson,Cardiovascular,Lipitor,11,3270.54,18.1,35975.98,29471.8,13541.45,45.9,High,80,Internal Audit,5.0
